top,seq,sredni_czas,mediana_czas,max_czas,stddevi,cluster_results_KMeans,cluster_results_KMedoids
+p+l+p,332,301214.54545454547,41560.0,1000000.0,440911.4820996078,2,0
-l-p-l,432,0.0,0.0,0.0,0.0,1,2
d-pd,433,871164.0,1000000.0,1000000.0,288086.0539491629,0,1
+l+p+l,141,0.0,0.0,0.0,0.0,1,2
-l-l-l,132,159006.66666666666,49020.0,414940.0,222372.84846251653,3,3
+l+l+l,231,675337.7777777778,1000000.0,1000000.0,412209.6894111594,0,1
-p-l-l,444,831066.6666666666,1000000.0,1000000.0,299802.3021724129,0,1
-ld+p,422,11250.0,11250.0,21540.0,14552.257556819148,1,2
+l+p+l,244,861461.6666666666,1000000.0,1000000.0,301125.1364717856,0,1
-pd+p,333,454456.6666666667,268480.0,1000000.0,447066.1428252044,2,0
+l+l+p,212,0.0,0.0,0.0,0.0,1,2
d+pd,232,9206.666666666666,6680.0,15900.0,5854.308954379955,1,2
-p-l-p,214,29566.666666666668,29700.0,31960.0,2462.708536009353,1,2
+p+l+p,333,369226.6666666667,262060.0,1000000.0,411873.2205424383,2,0
-l-l-p,443,873003.3333333334,1000000.0,1000000.0,287922.9480049807,0,1
+l+l+l,214,23285.0,10750.0,67180.0,29567.077975342778,1,2
-l-p-l,142,1380.0,1380.0,1380.0,0.0,1,2
-p-l-l,142,517677.5,538000.0,1000000.0,516083.128346864,2,0
-p-l-p,131,6740.0,6740.0,6740.0,0.0,1,2
+l+l+l,342,777557.7777777778,1000000.0,1000000.0,370008.4353693095,0,1
+pd-p,221,0.0,0.0,0.0,0.0,1,2
+ld-l,424,370100.0,190200.0,1000000.0,435090.2701739031,2,0
+l+p+l,431,19950.0,13410.0,52520.0,22843.36519283736,1,2
+pd-l,222,0.0,0.0,0.0,0.0,1,2
-pd+l,214,4420.0,4420.0,4420.0,0.0,1,2
+ld-p,133,459117.1428571429,94180.0,1000000.0,506557.7512885142,2,0
-p-l-p,443,413640.0,198840.0,1000000.0,408743.0316114381,2,0
+p+p+l,234,130040.0,95300.0,367780.0,140664.67929085824,3,3
+l+p+p,311,687393.3333333334,1000000.0,1000000.0,485468.7706811496,0,1
-l-p-p,214,26625.0,10200.0,85840.0,39924.7270915323,1,2
-ld+p,424,60818.181818181816,21660.0,238200.0,81546.1736463682,3,3
+l+p+l,112,17524.0,6300.0,37660.0,17035.70016171921,1,2
d-pd,324,46650.0,49870.0,83900.0,42619.08961955898,1,2
+l+l+p,134,529873.3333333334,547170.0,1000000.0,455385.2143831505,2,0
+pd-l,213,0.0,0.0,0.0,0.0,1,2
-pd+p,213,0.0,0.0,0.0,0.0,1,2
+pd-p,212,0.0,0.0,0.0,0.0,1,2
-l-p-l,144,65910.0,65910.0,124300.0,82575.92990696502,1,3
-p-p-p,443,798818.1818181818,1000000.0,1000000.0,339686.28708907816,0,1
-pd+l,341,100577.14285714286,3980.0,436060.0,173675.8250030101,3,3
+p+p+p,332,0.0,0.0,0.0,0.0,1,2
+p+p+l,313,0.0,0.0,0.0,0.0,1,2
-l-l-p,122,5440.0,5440.0,5900.0,650.5382386916237,1,2
d-pd,344,675474.2857142857,1000000.0,1000000.0,434403.86197090615,0,1
-l-p-l,214,0.0,0.0,0.0,0.0,1,2
+l+l+p,441,229720.0,229720.0,457000.0,321422.45845615707,3,3
+p+p+l,413,0.0,0.0,0.0,0.0,1,2
+p+l+p,132,14720.0,14720.0,29140.0,20392.95956942003,1,2
-p-p-l,122,19193.33333333333,19860.0,33520.0,14671.364399173422,1,2
-l-l-l,412,17166.666666666668,13740.0,33540.0,14957.343792710431,1,2
+p+p+l,112,0.0,0.0,0.0,0.0,1,2
-l-l-l,432,572935.5555555555,755060.0,1000000.0,446226.510953549,0,1
+l+p+p,344,694963.3333333334,868830.0,1000000.0,359349.9052287044,0,1
-l-p-l,121,0.0,0.0,0.0,0.0,1,2
+p+l+p,112,15960.0,15960.0,15960.0,0.0,1,2
+pd-p,244,94726.66666666669,77440.0,177780.0,75901.05225445385,1,3
-l-l-p,214,367933.3333333333,112260.0,1000000.0,477568.109173969,2,0
-p-p-l,312,409976.6666666667,193660.0,1000000.0,462647.8556166306,2,0
-p-l-p,413,0.0,0.0,0.0,0.0,1,2
d+pd,342,66280.0,72540.0,113900.0,33106.132362449105,1,3
+pd-l,314,0.0,0.0,0.0,0.0,1,2
+p+p+p,324,11603.333333333334,7790.0,25140.0,10823.739957457712,1,2
-l-l-p,412,369065.0,294470.0,1000000.0,351417.6893281374,2,0
-ld+l,122,0.0,0.0,0.0,0.0,1,2
+pd-l,134,0.0,0.0,0.0,0.0,1,2
-pd+p,231,36940.0,26060.0,84280.0,42946.3712087529,1,2
-pd+l,241,107213.33333333331,34940.0,285100.0,154953.66576281225,3,3
-p-p-l,141,9180.0,9180.0,9180.0,0.0,1,2
+l+l+p,333,627982.2222222222,1000000.0,1000000.0,453209.57199119753,0,1
-p-l-p,124,144824.0,48210.0,1000000.0,304073.45907782804,2,0
-p-p-l,143,0.0,0.0,0.0,0.0,1,2
+l+p+l,144,353941.6666666667,129240.0,1000000.0,413874.27835984057,2,0
+l+p+l,423,864331.1111111111,1000000.0,1000000.0,251515.9357001284,0,1
-l-l-l,431,73140.0,73140.0,121560.0,68476.22069010526,1,3
-p-l-l,333,800382.2222222222,1000000.0,1000000.0,356655.4506024609,0,1
+p+p+p,444,604942.5,840970.0,1000000.0,471468.1064126031,0,1
+p+p+l,131,0.0,0.0,0.0,0.0,1,2
+ld-p,432,575715.0,849370.0,1000000.0,479312.574356613,0,1
-p-l-p,414,88086.66666666667,84480.0,177120.0,87285.90340560916,1,3
+pd-l,131,0.0,0.0,0.0,0.0,1,2
-l-l-p,142,15140.0,15140.0,28600.0,19035.314549541858,1,2
+l+l+l,441,435873.3333333333,233460.0,1000000.0,439349.1999537498,2,0
+l+l+p,331,0.0,0.0,0.0,0.0,1,2
d-pd,143,0.0,0.0,0.0,0.0,1,2
-p-p-p,113,460096.0,344850.0,1000000.0,469954.8848134255,2,0
+ld-p,144,402970.0,202920.0,1000000.0,403559.89137583127,2,0
-pd+p,222,62010.0,21260.0,196180.0,89641.98792976425,1,3
-p-l-l,144,688993.3333333334,1000000.0,1000000.0,467052.799691855,0,1
-l-p-p,313,2760.0,2760.0,2760.0,0.0,1,2
+pd-p,323,30620.0,30620.0,47980.0,24550.74744279693,1,2
+ld-p,143,534480.0,330160.0,1000000.0,453215.1913826367,2,0
-l-l-p,231,519262.5,555550.0,1000000.0,514947.6505363017,2,0
+p+p+l,322,17893.333333333332,13360.0,34340.0,14713.454160506748,1,2
-p-l-l,314,126505.71428571428,27420.0,498520.0,190013.56046846963,3,3
+l+l+p,242,309777.14285714284,229340.0,1000000.0,340057.8982915648,2,0
-ld+p,133,4580.0,4580.0,4580.0,0.0,1,2
-p-p-p,241,731866.6666666666,1000000.0,1000000.0,399549.4289897817,0,1
+l+l+p,323,177342.0,148670.0,343100.0,116757.34930948792,3,3
+l+l+l,243,1000000.0,1000000.0,1000000.0,0.0,0,1
-l-p-l,434,506845.7142857143,470000.0,1000000.0,487328.67672845273,2,0
-l-l-p,421,842796.6666666666,1000000.0,1000000.0,385067.9525313249,0,1
+ld-l,231,75006.66666666667,40020.0,151040.0,65916.47543166528,1,3
+p+p+p,222,0.0,0.0,0.0,0.0,1,2
-ld+p,343,437916.3636363637,190760.0,1000000.0,450427.3307709631,2,0
d-pd,231,0.0,0.0,0.0,0.0,1,2
+p+l+p,322,182296.0,92480.0,526700.0,212622.55684663376,3,3
-l-p-p,244,766286.6666666666,853720.0,1000000.0,287577.5473386845,0,1
-l-p-p,144,25620.0,6380.0,64780.0,33915.25910265172,1,2
+pd-l,331,621550.0,732620.0,1000000.0,473141.96925094974,0,1
+ld-p,122,23480.0,16060.0,58620.0,25400.26771512458,1,2
+pd-p,224,0.0,0.0,0.0,0.0,1,2
+pd-p,434,307796.0,188600.0,1000000.0,335833.70405934873,2,0
-p-l-p,114,0.0,0.0,0.0,0.0,1,2
-l-l-l,222,8046.666666666667,3640.0,18940.0,9491.05543832367,1,2
+pd-p,131,0.0,0.0,0.0,0.0,1,2
-pd+l,322,16640.0,3360.0,43560.0,23314.09873874605,1,2
+p+l+p,133,0.0,0.0,0.0,0.0,1,2
-p-p-p,243,764742.8571428572,1000000.0,1000000.0,411762.0828307809,0,1
-pd+l,212,0.0,0.0,0.0,0.0,1,2
-ld+l,231,435788.5714285714,25480.0,1000000.0,527841.0912205987,2,0
-ld+p,311,0.0,0.0,0.0,0.0,1,2
-pd+p,433,431687.5,167000.0,1000000.0,475893.02482655854,2,0
+ld-p,334,548033.3333333334,463520.0,1000000.0,443799.1249428056,2,0
-l-l-p,433,609093.3333333334,660520.0,1000000.0,436243.53412591305,0,1
+l+p+p,223,580615.0,653320.0,1000000.0,447108.45949785545,0,1
-p-p-p,314,723726.6666666666,943560.0,1000000.0,346396.794582412,0,1
-ld+p,321,0.0,0.0,0.0,0.0,1,2
-l-l-l,341,86245.0,75160.0,161260.0,63197.667414760384,1,3
+pd-p,121,0.0,0.0,0.0,0.0,1,2
+ld-p,431,518178.3333333333,374250.0,1000000.0,440418.68810636696,2,0
+p+p+p,334,408117.77777777775,236860.0,1000000.0,422943.381724368,2,0
+l+l+p,214,0.0,0.0,0.0,0.0,1,2
+p+l+l,311,0.0,0.0,0.0,0.0,1,2
-pd+p,114,0.0,0.0,0.0,0.0,1,2
+pd-p,423,215613.3333333333,142810.0,668360.0,235726.49360363945,3,0
d+pd,143,0.0,0.0,0.0,0.0,1,2
-pd+l,213,0.0,0.0,0.0,0.0,1,2
-l-l-l,423,778053.3333333334,1000000.0,1000000.0,335859.3909659219,0,1
+p+p+p,133,0.0,0.0,0.0,0.0,1,2
+pd-p,242,0.0,0.0,0.0,0.0,1,2
-pd+l,443,601583.3333333334,682490.0,1000000.0,406135.3035478186,0,1
+p+p+l,111,0.0,0.0,0.0,0.0,1,2
+p+l+p,334,378706.6666666667,169200.0,1000000.0,420421.4770340773,2,0
-l-l-l,142,2180.0,2180.0,2180.0,0.0,1,2
+pd-p,231,0.0,0.0,0.0,0.0,1,2
-l-p-l,413,0.0,0.0,0.0,0.0,1,2
d+pd,211,0.0,0.0,0.0,0.0,1,2
-ld+p,213,0.0,0.0,0.0,0.0,1,2
+ld-l,211,0.0,0.0,0.0,0.0,1,2
-l-l-l,311,24453.33333333333,23800.0,45240.0,20467.821900078507,1,2
-p-p-l,244,1000000.0,1000000.0,1000000.0,0.0,0,1
+l+l+l,224,376448.8888888889,135900.0,1000000.0,470129.3304093152,2,0
-p-p-l,321,65816.0,18360.0,254860.0,107335.22758162858,3,3
+l+p+p,231,269728.8888888889,82680.0,1000000.0,394052.2898183833,2,0
-pd+p,411,0.0,0.0,0.0,0.0,1,2
+p+p+p,442,535733.3333333334,357540.0,1000000.0,405668.8020212219,2,0
-p-p-p,324,566966.6666666666,719860.0,719860.0,259979.01206665032,0,1
d-pd,111,0.0,0.0,0.0,0.0,1,2
d-pd,423,545066.6666666666,562080.0,1000000.0,499323.1456548621,2,0
-p-p-p,213,608920.0,924280.0,1000000.0,460325.182768561,0,1
+l+p+p,424,576045.0,466000.0,1000000.0,392491.4092516722,2,0
+pd-l,242,43964.0,47160.0,97660.0,36207.40642465295,1,2
-p-l-p,312,480.0,480.0,480.0,0.0,1,2
+p+l+p,121,0.0,0.0,0.0,0.0,1,2
-p-p-l,234,932500.0,1000000.0,1000000.0,233826.85902179845,0,1
-p-l-p,244,535494.5454545454,406580.0,1000000.0,394254.1984142626,2,0
-p-l-l,243,749836.6666666666,1000000.0,1000000.0,416625.589650366,0,1
-l-p-p,243,277603.3333333333,101610.0,1000000.0,385904.5283832086,2,0
-p-l-l,322,503693.3333333333,551500.0,1000000.0,397976.2705823888,2,0
+l+l+l,213,101095.0,53650.0,289680.0,132193.52417321104,3,3
+l+p+p,332,840695.5555555555,1000000.0,1000000.0,282261.7858970247,0,1
+pd-l,421,128928.57142857143,55960.0,432420.0,154908.80795149246,3,3
+p+l+p,412,515142.2222222223,389040.0,1000000.0,473690.7144376428,2,0
+pd-p,421,9420.0,9420.0,11440.0,2856.711395993652,1,2
-l-l-p,432,1000000.0,1000000.0,1000000.0,0.0,0,1
+pd-l,414,0.0,0.0,0.0,0.0,1,2
+ld-p,442,700655.5555555555,1000000.0,1000000.0,404294.3781179473,0,1
+pd-p,414,0.0,0.0,0.0,0.0,1,2
-p-p-p,141,665750.0,772910.0,1000000.0,385854.3977053668,0,1
+p+p+l,232,9850.0,9850.0,13060.0,4539.625535217635,1,2
+l+l+l,341,330071.1111111111,41620.0,1000000.0,454008.4629289537,2,0
+ld-p,132,428708.0,309300.0,1000000.0,421789.6733576002,2,0
-l-l-p,224,553935.0,568600.0,1000000.0,477236.6638711418,2,0
+l+p+l,142,127100.0,36510.0,697280.0,234707.01517302069,3,0
+p+p+l,211,0.0,0.0,0.0,0.0,1,2
-ld+l,144,78096.66666666667,62940.0,221760.0,81981.4509914692,3,3
+ld-p,411,0.0,0.0,0.0,0.0,1,2
-pd+l,211,0.0,0.0,0.0,0.0,1,2
-p-l-l,134,715901.6666666666,1000000.0,1000000.0,437760.9939397885,0,1
+pd-p,134,0.0,0.0,0.0,0.0,1,2
+l+p+p,313,525590.9090909091,425000.0,1000000.0,451523.3734249988,2,0
+l+p+l,232,27160.0,27160.0,48520.0,30207.60169228931,1,2
+p+p+l,433,590813.3333333334,543000.0,1000000.0,355897.6355639357,2,0
-l-p-p,343,531540.0,545100.0,1000000.0,500741.5080857588,2,0
+p+p+l,341,639420.0,842140.0,985920.0,481040.67229289457,0,1
+ld-p,324,61690.0,53320.0,133200.0,52781.95272376092,1,3
-pd+p,441,536831.6666666666,467850.0,1000000.0,420015.13855473296,2,0
-pd+l,122,0.0,0.0,0.0,0.0,1,2
-ld+l,444,782371.6666666666,1000000.0,1000000.0,330648.3769761613,0,1
-p-p-l,341,67855.0,45440.0,164260.0,69107.30858599544,1,3
+l+p+p,422,865138.3333333334,1000000.0,1000000.0,288968.5573909488,0,1
-ld+l,112,0.0,0.0,0.0,0.0,1,2
+l+p+l,212,33747.5,13230.0,105560.0,37144.00845743112,1,2
d+pd,144,36560.0,36560.0,36560.0,0.0,1,2
-p-l-l,242,653714.0,1000000.0,1000000.0,465603.3497445367,0,1
+l+p+l,114,253230.0,73690.0,1000000.0,375102.01167633897,2,0
-pd+p,342,1000000.0,1000000.0,1000000.0,0.0,0,1
+l+p+l,442,117342.22222222222,61720.0,358380.0,120500.85785771172,3,3
d-pd,331,0.0,0.0,0.0,0.0,1,2
-l-p-l,442,1000000.0,1000000.0,1000000.0,0.0,0,1
+p+p+l,133,0.0,0.0,0.0,0.0,1,2
+l+l+l,443,766805.0,1000000.0,1000000.0,368638.9448301068,0,1
+p+p+p,142,0.0,0.0,0.0,0.0,1,2
+p+p+l,321,0.0,0.0,0.0,0.0,1,2
+l+l+l,442,550626.6666666666,687750.0,1000000.0,429967.6866787535,0,1
-pd+l,221,0.0,0.0,0.0,0.0,1,2
-p-p-p,313,792866.6666666666,1000000.0,1000000.0,355680.4870905483,0,1
+pd-l,313,0.0,0.0,0.0,0.0,1,2
d-pd,233,42113.333333333336,39400.0,76060.0,32674.60379764892,1,2
+p+l+p,324,0.0,0.0,0.0,0.0,1,2
+p+l+l,411,6940.0,6940.0,6940.0,0.0,1,2
-pd+p,134,417134.0,311360.0,1000000.0,432026.3421032462,2,0
-ld+l,313,0.0,0.0,0.0,0.0,1,2
-pd+p,113,0.0,0.0,0.0,0.0,1,2
+p+p+p,413,0.0,0.0,0.0,0.0,1,2
+ld-p,321,15750.0,15750.0,26420.0,15089.658710520924,1,2
-l-p-l,113,4690.0,4690.0,5840.0,1626.3455967290593,1,2
-p-p-p,112,579358.1818181818,823820.0,1000000.0,466570.0101339172,0,1
-l-p-l,233,107225.71428571428,50080.0,263140.0,110381.97359731386,3,3
d+pd,334,645611.1111111111,887080.0,1000000.0,428084.21836259175,0,1
d+pd,323,409402.2222222223,189180.0,1000000.0,449402.7425866964,2,0
+l+p+l,434,868592.7272727273,1000000.0,1000000.0,294473.5999403311,0,1
+p+l+p,343,560630.0,660460.0,1000000.0,493665.3868765766,0,1
+l+l+p,232,172025.7142857143,11000.0,574000.0,258576.55931768336,3,3
-ld+p,442,156867.5,11320.0,832780.0,301178.97705754393,2,0
+pd-p,141,0.0,0.0,0.0,0.0,1,2
d+pd,322,62995.0,59800.0,113020.0,38739.855016077,1,3
+ld-l,244,783211.1111111111,881500.0,1000000.0,322543.0306348459,0,1
+p+l+p,142,62340.0,62340.0,62340.0,0.0,1,2
d-pd,142,0.0,0.0,0.0,0.0,1,2
+p+p+l,132,0.0,0.0,0.0,0.0,1,2
-p-p-p,212,666787.2727272727,1000000.0,1000000.0,418293.6098266601,0,1
+l+p+l,323,594098.3333333334,803230.0,1000000.0,448219.5969476109,0,1
+l+p+p,333,595846.6666666666,819420.0,1000000.0,449471.5789039661,0,1
+l+l+l,242,1000000.0,1000000.0,1000000.0,0.0,0,1
-p-p-p,233,698180.0,1000000.0,1000000.0,449799.0943844717,0,1
+p+l+l,443,534800.0,408340.0,1000000.0,465173.5862664604,2,0
+pd-l,133,32050.0,32050.0,49120.0,24140.62550970873,1,2
-l-l-l,112,12060.0,12060.0,12060.0,0.0,1,2
d+pd,243,262090.0,19180.0,1000000.0,491992.8046899331,2,0
-p-p-p,244,715333.3333333334,1000000.0,1000000.0,432760.7945505231,0,1
+ld-p,124,0.0,0.0,0.0,0.0,1,2
+l+l+p,342,207083.3333333333,125430.0,745320.0,272832.4072881861,3,0
-ld+p,433,219982.5,7280.0,1000000.0,358307.85589051375,2,0
+p+l+p,143,0.0,0.0,0.0,0.0,1,2
+p+p+p,314,0.0,0.0,0.0,0.0,1,2
d-pd,311,0.0,0.0,0.0,0.0,1,2
+l+l+l,343,922542.2222222222,1000000.0,1000000.0,232373.3333333333,0,1
-p-p-p,444,749003.3333333334,1000000.0,1000000.0,394045.0365430866,0,1
+p+p+p,243,142440.0,142440.0,207280.0,91697.60738427148,3,3
+l+p+l,413,637240.0,694870.0,1000000.0,370015.3826918165,0,1
+pd-l,112,0.0,0.0,0.0,0.0,1,2
+l+l+p,223,57555.0,50310.0,124020.0,43792.97888931512,1,3
+l+l+l,344,910897.7777777778,1000000.0,1000000.0,267306.6666666667,0,1
-l-p-l,312,77500.0,86020.0,126540.0,53808.29675802794,1,3
+p+l+l,422,455260.0,265220.0,1000000.0,500047.4921444962,2,0
+pd-p,333,38831.11111111111,31340.0,109080.0,31798.133767740383,1,2
-ld+p,144,132622.5,30390.0,444280.0,192084.10284114012,3,3
+pd-p,422,0.0,0.0,0.0,0.0,1,2
-ld+l,442,729860.0,1000000.0,1000000.0,421605.9707040845,0,1
+p+l+l,413,16866.666666666668,12340.0,27480.0,9224.45300998023,1,2
-ld+p,124,21953.33333333333,21200.0,30560.0,8255.81815045204,1,2
-pd+p,124,77756.66666666667,45510.0,238180.0,90283.29051749648,3,3
+l+p+l,131,0.0,0.0,0.0,0.0,1,2
+p+l+p,344,482783.6363636364,362240.0,1000000.0,448452.3769425852,2,0
+l+p+p,213,330880.0,127940.0,1000000.0,401548.9169453704,2,0
-l-l-l,322,428450.0,291860.0,1000000.0,473913.3518693053,2,0
+pd-p,324,59640.0,21810.0,193120.0,90124.12625558894,1,3
-l-p-p,114,0.0,0.0,0.0,0.0,1,2
+p+l+p,421,449963.6363636364,70960.0,1000000.0,469742.0284214034,2,0
+p+p+l,432,386430.0,267730.0,1000000.0,398686.7166800806,2,0
-p-l-p,444,618088.0,839920.0,1000000.0,437610.233498055,0,1
-l-l-p,234,682180.0,690840.0,1000000.0,351374.1014929814,0,1
d-pd,144,0.0,0.0,0.0,0.0,1,2
+pd-p,222,0.0,0.0,0.0,0.0,1,2
+l+p+l,341,14170.0,14170.0,21220.0,9970.20561473032,1,2
+p+l+l,414,593056.6666666666,733100.0,1000000.0,471676.904402438,0,1
+ld-p,421,192542.5,17050.0,791080.0,331015.9682704144,2,0
+l+l+l,122,322423.63636363635,123620.0,1000000.0,395302.1161408759,2,0
-ld+l,244,452498.3333333333,103250.0,1000000.0,484050.29163645103,2,0
+p+l+p,414,468060.0,123380.0,1000000.0,499541.5951983712,2,0
-p-p-p,222,661741.8181818182,1000000.0,1000000.0,470580.8786981932,0,1
+pd-l,321,240.0,240.0,240.0,0.0,1,2
d+pd,214,22670.0,23640.0,49580.0,16869.962655560324,1,2
-l-p-p,422,11380.0,13300.0,15720.0,5554.70971338737,1,2
+p+l+l,214,17910.0,17910.0,25120.0,10196.479784710014,1,2
-p-l-p,342,138555.0,90550.0,426000.0,132650.00210004844,3,3
+ld-l,142,131756.0,83120.0,353660.0,128117.01557560574,3,3
+l+p+l,422,467473.3333333333,327890.0,1000000.0,293881.36781134433,2,0
+p+p+p,234,35980.0,21880.0,84840.0,43556.67113083827,1,2
+ld-l,243,798705.7142857143,1000000.0,1000000.0,368728.6989489311,0,1
+l+p+l,313,577946.6666666666,659240.0,1000000.0,440592.16663485975,0,1
+ld-p,443,758446.6666666666,1000000.0,1000000.0,360539.26936121,0,1
+pd-p,114,0.0,0.0,0.0,0.0,1,2
-pd+l,323,24490.0,24490.0,37440.0,18314.06563273158,1,2
+p+l+p,213,159020.0,159020.0,159020.0,0.0,1,3
+l+l+p,112,0.0,0.0,0.0,0.0,1,2
-pd+p,324,50764.0,30340.0,147060.0,53239.13581400643,1,3
+p+l+p,423,574652.0,663640.0,1000000.0,379077.62993877655,0,1
-pd+l,244,806566.6666666666,1000000.0,1000000.0,340093.1757621726,0,1
+pd-p,412,0.0,0.0,0.0,0.0,1,2
d-pd,312,0.0,0.0,0.0,0.0,1,2
-l-p-p,212,0.0,0.0,0.0,0.0,1,2
-pd+p,421,118300.0,42940.0,475420.0,200325.1751528,3,3
-p-l-l,411,19576.666666666668,13790.0,60940.0,20851.10037064391,1,2
-ld+l,131,9070.0,9070.0,17620.0,12091.525958289963,1,2
-p-p-p,223,599791.6666666666,1000000.0,1000000.0,494838.24453200377,0,1
+p+p+p,124,13880.0,13880.0,13880.0,0.0,1,2
d+pd,234,325147.5,37850.0,1000000.0,451907.6373315364,2,0
-p-l-l,321,223730.0,109460.0,1000000.0,317354.9396355934,2,0
-pd+l,442,346683.63636363635,78160.0,1000000.0,431736.9794509784,2,0
-l-l-p,334,880317.7777777778,1000000.0,1000000.0,274844.3862341824,0,1
-p-p-l,221,56090.0,56090.0,107180.0,72252.17090164142,1,3
+pd-l,413,0.0,0.0,0.0,0.0,1,2
-ld+l,413,94980.0,94980.0,94980.0,0.0,1,2
-l-l-p,132,96750.0,96750.0,111400.0,20718.22868876584,1,3
-ld+p,244,476562.2222222223,157500.0,1000000.0,498707.1017585818,2,0
-l-p-p,341,0.0,0.0,0.0,0.0,1,2
+p+p+l,124,0.0,0.0,0.0,0.0,1,2
-l-l-l,133,66876.0,12080.0,228240.0,97544.97362755294,3,3
+p+l+p,323,161374.2857142857,23860.0,818720.0,293485.87693772383,2,0
+l+p+p,224,622295.5555555555,754060.0,1000000.0,417062.2820128641,0,1
-pd+l,131,0.0,0.0,0.0,0.0,1,2
+ld-l,344,725626.6666666666,1000000.0,1000000.0,417574.66829298926,0,1
d+pd,113,0.0,0.0,0.0,0.0,1,2
-p-p-l,121,20650.0,20650.0,38900.0,25809.397513308984,1,2
+p+p+l,244,72784.0,29170.0,194920.0,76020.8473161584,1,3
+ld-p,231,357025.0,211520.0,1000000.0,454924.9222674001,2,0
+ld-p,441,606673.3333333334,978560.0,1000000.0,479252.3973731157,0,1
+p+p+p,321,0.0,0.0,0.0,0.0,1,2
-p-p-p,242,822410.0,1000000.0,1000000.0,351036.48880526266,0,1
-l-l-l,131,0.0,0.0,0.0,0.0,1,2
+p+l+l,433,720653.3333333334,1000000.0,1000000.0,436397.53228755394,0,1
+p+p+l,233,240.0,240.0,240.0,0.0,1,2
+ld-l,223,259755.0,71170.0,896100.0,427296.089497669,2,0
-ld+p,112,0.0,0.0,0.0,0.0,1,2
+l+l+p,321,0.0,0.0,0.0,0.0,1,2
-p-l-p,134,600111.1111111111,906140.0,1000000.0,455094.4551531156,0,1
+l+l+p,442,342451.1111111111,127460.0,1000000.0,393496.03036258335,2,0
+p+p+p,424,48548.57142857143,41660.0,161280.0,54710.03912402532,1,3
+ld-p,434,510780.0,289660.0,1000000.0,473623.77617683006,2,0
-p-l-l,233,663890.0,1000000.0,1000000.0,437756.6828107305,0,1
-l-l-p,434,908342.0,1000000.0,1000000.0,243988.2052613746,0,1
-ld+l,133,8313.333333333334,5060.0,19200.0,9679.139080173058,1,2
+l+l+l,234,617557.7777777778,806660.0,1000000.0,417984.19867794577,0,1
+l+p+p,321,682192.0,1000000.0,1000000.0,438111.7550174207,0,1
-p-p-l,422,424345.0,133710.0,1000000.0,478294.6111521045,2,0
+l+p+p,423,690795.0,930070.0,1000000.0,389479.25300095486,0,1
+p+l+l,134,0.0,0.0,0.0,0.0,1,2
+l+l+p,124,430640.0,249040.0,1000000.0,451345.5072114932,2,0
-ld+p,214,0.0,0.0,0.0,0.0,1,2
d-pd,313,0.0,0.0,0.0,0.0,1,2
-l-l-l,214,336533.3333333333,138390.0,1000000.0,419437.2761284583,2,0
-p-l-l,214,44980.0,44980.0,50600.0,7947.880220536794,1,2
-l-l-l,433,761905.0,1000000.0,1000000.0,357042.55220045993,0,1
-l-p-l,311,0.0,0.0,0.0,0.0,1,2
-l-l-p,221,292350.0,24460.0,1000000.0,446393.2548133508,2,0
+l+l+l,233,424195.5555555556,143460.0,1000000.0,450106.2712046764,2,0
+l+p+l,324,530004.4444444445,816600.0,816600.0,365440.8960116229,0,1
-l-l-p,321,797417.7777777778,1000000.0,1000000.0,307380.53182406403,0,1
-pd+p,331,116534.0,17030.0,1000000.0,310767.75494821783,2,0
-ld+p,222,0.0,0.0,0.0,0.0,1,2
-l-p-l,341,0.0,0.0,0.0,0.0,1,2
-p-l-l,332,813625.0,1000000.0,1000000.0,364449.964155201,0,1
-p-l-p,421,21980.0,21980.0,21980.0,0.0,1,2
-p-l-p,221,0.0,0.0,0.0,0.0,1,2
+l+l+p,312,0.0,0.0,0.0,0.0,1,2
-ld+l,312,0.0,0.0,0.0,0.0,1,2
-pd+p,224,15626.666666666666,11460.0,25780.0,7340.383277913127,1,2
+l+l+l,444,786105.0,1000000.0,1000000.0,390676.8172962497,0,1
+pd-p,144,0.0,0.0,0.0,0.0,1,2
-l-p-p,112,0.0,0.0,0.0,0.0,1,2
-l-p-l,421,0.0,0.0,0.0,0.0,1,2
-l-p-l,111,0.0,0.0,0.0,0.0,1,2
d-pd,323,53542.857142857145,41800.0,130960.0,46525.139338600486,1,3
+pd-p,133,0.0,0.0,0.0,0.0,1,2
-p-l-l,342,1000000.0,1000000.0,1000000.0,0.0,0,1
-p-p-p,321,544720.0,617610.0,1000000.0,421640.8497546439,0,1
+p+l+p,114,0.0,0.0,0.0,0.0,1,2
d-pd,424,35320.0,780.0,104580.0,59980.986987544646,1,3
-pd+l,233,744108.0,1000000.0,1000000.0,418179.1178377461,0,1
d+pd,241,0.0,0.0,0.0,0.0,1,2
-p-l-l,442,86913.33333333333,111340.0,113700.0,44367.74203555251,1,3
+l+l+l,312,78460.0,78460.0,96440.0,25427.55985146825,1,3
-ld+l,223,207136.0,118160.0,665480.0,270409.31618566695,3,0
+pd-l,123,0.0,0.0,0.0,0.0,1,2
+ld-l,433,571942.2222222222,544660.0,1000000.0,429081.3243948569,2,0
-l-p-p,143,36770.0,36770.0,62940.0,37009.9689273039,1,2
d+pd,432,201023.3333333333,57840.0,887840.0,341568.4176071709,2,0
+l+l+p,412,4970.0,4970.0,9580.0,6519.5245225399685,1,2
