top,seq,sredni_czas,mediana_czas,max_czas,skladalnosc,obecnosc,n_600ns,n_1us,stddevi,etykieta
+l+l+l,111,7793.333333333333,5640.0,14800.0,0.5,3,0,0,6216.311875488016,NIESTABILNY
+l+l+l,112,23700.0,23700.0,25280.0,0.25,2,0,0,2234.45742854949,NIESTABILNY
+l+l+l,113,6580.0,3460.0,15260.0,0.25,3,0,0,7615.4579639047315,NIESTABILNY
+l+l+l,114,59830.0,59830.0,108180.0,0.5,2,0,0,68377.22574073914,NIESTABILNY
+l+l+l,121,99340.0,60800.0,193660.0,0.25,3,0,0,82137.08784708647,NIESTABILNY
+l+l+l,122,322423.63636363635,123620.0,1000000.0,0.0,11,3,2,395302.1161408759,NIEOPTYMALNY
+l+l+l,123,220260.0,220260.0,220260.0,0.0,1,0,0,,NIESTABILNY
+l+l+l,124,434811.1111111111,298500.0,1000000.0,0.5,9,3,3,456934.4284589542,BARDZO STABILNY
+l+l+l,131,263955.0,57040.0,1000000.0,0.5,8,2,1,402684.15595494054,ŚREDNIO STABILNY
+l+l+l,132,193956.66666666666,73300.0,530520.0,0.25,6,0,0,234019.86699138745,SŁABO STABILNY
+l+l+l,133,674765.4545454546,1000000.0,1000000.0,0.25,11,7,7,460696.21714018093,BARDZO STABILNY
+l+l+l,134,823623.3333333334,1000000.0,1000000.0,0.5,6,5,4,361464.01965709764,ŚREDNIO STABILNY
+l+l+l,141,412870.0,140010.0,1000000.0,0.25,8,3,3,493496.3083955137,ŚREDNIO STABILNY
+l+l+l,142,532447.5,561450.0,1000000.0,0.25,8,4,4,501254.0652560479,ŚREDNIO STABILNY
+l+l+l,143,600684.4444444445,1000000.0,1000000.0,0.25,9,5,5,483525.9538822893,BARDZO STABILNY
+l+l+l,144,509580.0,515310.0,1000000.0,0.5,6,3,3,537320.720017384,ŚREDNIO STABILNY
+l+l+l,211,890.0,890.0,940.0,0.0,2,0,0,70.71067811865476,NIESTABILNY
+l+l+l,212,12120.0,12120.0,21700.0,0.0,2,0,0,13548.16592753425,NIESTABILNY
+l+l+l,213,101095.0,53650.0,289680.0,0.5,4,0,0,132193.52417321104,NIESTABILNY
+l+l+l,214,23285.0,10750.0,67180.0,0.5,4,0,0,29567.077975342778,NIESTABILNY
+l+l+l,221,137656.66666666666,105820.0,302440.0,0.5,6,0,0,112678.7010338097,SŁABO STABILNY
+l+l+l,222,750225.0,1000000.0,1000000.0,0.5,4,3,3,499550.0,NIESTABILNY
+l+l+l,223,687353.3333333334,1000000.0,1000000.0,0.5,9,6,5,433188.0565066401,BARDZO STABILNY
+l+l+l,224,376448.8888888889,135900.0,1000000.0,0.25,9,3,3,470129.33040931524,BARDZO STABILNY
+l+l+l,231,675337.7777777778,1000000.0,1000000.0,0.25,9,6,5,412209.6894111594,BARDZO STABILNY
+l+l+l,232,1000000.0,1000000.0,1000000.0,0.25,6,6,6,0.0,ŚREDNIO STABILNY
+l+l+l,233,424195.55555555556,143460.0,1000000.0,0.75,9,3,3,450106.2712046764,BARDZO STABILNY
+l+l+l,234,617557.7777777778,806660.0,1000000.0,0.75,9,5,4,417984.19867794577,BARDZO STABILNY
+l+l+l,241,512250.0,512250.0,1000000.0,0.25,2,1,1,689782.6650474771,NIESTABILNY
+l+l+l,242,1000000.0,1000000.0,1000000.0,0.5,6,6,6,0.0,ŚREDNIO STABILNY
+l+l+l,243,1000000.0,1000000.0,1000000.0,0.5,6,6,6,0.0,ŚREDNIO STABILNY
+l+l+l,244,839426.6666666666,1000000.0,1000000.0,0.25,9,7,7,331771.8280686291,BARDZO STABILNY
+l+l+l,311,68464.0,28000.0,161200.0,0.5,5,0,0,78084.68018760147,NIESTABILNY
+l+l+l,312,78460.0,78460.0,96440.0,0.0,2,0,0,25427.55985146825,NIESTABILNY
+l+l+l,313,43880.0,43880.0,43880.0,0.75,1,0,0,,NIESTABILNY
+l+l+l,314,59790.0,8520.0,296320.0,0.25,6,0,0,116399.17508298758,SŁABO STABILNY
+l+l+l,321,350644.44444444444,126620.0,1000000.0,0.75,9,2,2,397866.64019213495,BARDZO STABILNY
+l+l+l,322,611971.6666666666,891670.0,1000000.0,0.5,12,7,6,447261.0502691675,BARDZO STABILNY
+l+l+l,323,912564.4444444445,1000000.0,1000000.0,1.0,9,8,8,262306.6666666666,BARDZO STABILNY
+l+l+l,324,425018.3333333333,574790.0,729200.0,0.5,12,6,0,335156.8432250878,ŚREDNIO STABILNY
+l+l+l,331,476233.3333333333,134900.0,1000000.0,0.75,9,4,4,498491.25137759437,BARDZO STABILNY
+l+l+l,332,685255.0,1000000.0,1000000.0,0.75,12,8,8,467547.500445385,BARDZO STABILNY
+l+l+l,333,639243.3333333334,761010.0,1000000.0,0.5,6,3,3,419234.1068981228,ŚREDNIO STABILNY
+l+l+l,334,796378.3333333334,1000000.0,1000000.0,1.0,12,9,9,374560.30576065474,BARDZO STABILNY
+l+l+l,341,330071.1111111111,41620.0,1000000.0,0.5,9,3,2,454008.4629289537,BARDZO STABILNY
+l+l+l,342,777557.7777777778,1000000.0,1000000.0,0.5,9,7,5,370008.43536930945,BARDZO STABILNY
+l+l+l,343,922542.2222222222,1000000.0,1000000.0,0.75,9,8,8,232373.33333333334,BARDZO STABILNY
+l+l+l,344,910897.7777777778,1000000.0,1000000.0,0.75,9,8,8,267306.6666666667,BARDZO STABILNY
+l+l+l,411,57453.333333333336,4270.0,319000.0,0.5,6,0,0,128201.63722303497,SŁABO STABILNY
+l+l+l,412,13920.0,13920.0,13920.0,0.75,1,0,0,,NIESTABILNY
+l+l+l,413,42476.666666666664,14210.0,195760.0,0.5,6,0,0,75262.70833996519,NIESTABILNY
+l+l+l,414,48580.0,27280.0,139840.0,0.75,7,0,0,51744.79168637812,NIESTABILNY
+l+l+l,421,221103.33333333334,86480.0,1000000.0,0.5,6,1,1,386402.830303644,ŚREDNIO STABILNY
+l+l+l,422,589371.1111111111,644180.0,1000000.0,0.75,9,5,3,405352.84470583295,BARDZO STABILNY
+l+l+l,423,425946.6666666667,292360.0,1000000.0,0.5,9,3,2,413592.6147793261,BARDZO STABILNY
+l+l+l,424,745528.3333333334,1000000.0,1000000.0,0.75,12,9,7,359260.612871222,BARDZO STABILNY
+l+l+l,431,130135.0,94820.0,556900.0,0.5,8,0,0,178996.02222236272,SŁABO STABILNY
+l+l+l,432,687116.6666666666,735180.0,1000000.0,0.5,6,3,3,347549.1996058496,ŚREDNIO STABILNY
+l+l+l,433,1000000.0,1000000.0,1000000.0,0.75,9,9,9,0.0,BARDZO STABILNY
+l+l+l,434,783763.3333333334,1000000.0,1000000.0,1.0,12,9,8,380580.1948540564,BARDZO STABILNY
+l+l+l,441,435873.3333333333,233460.0,1000000.0,0.5,9,3,3,439349.1999537498,BARDZO STABILNY
+l+l+l,442,550626.6666666666,687750.0,1000000.0,1.0,12,6,4,429967.6866787535,BARDZO STABILNY
+l+l+l,443,766805.0,1000000.0,1000000.0,0.25,12,9,8,368638.9448301068,BARDZO STABILNY
+l+l+l,444,786105.0,1000000.0,1000000.0,0.75,12,9,9,390676.8172962497,BARDZO STABILNY
+l+l+p,111,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
+l+l+p,112,0.0,0.0,0.0,0.25,0,0,0,,NIESTABILNY
+l+l+p,113,4140.0,4140.0,4140.0,0.25,1,0,0,,NIESTABILNY
+l+l+p,114,10340.0,10340.0,10340.0,0.5,1,0,0,,NIESTABILNY
+l+l+p,121,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
+l+l+p,122,100340.0,72320.0,158300.0,0.5,3,0,0,50204.01179188771,NIESTABILNY
+l+l+p,123,92977.14285714286,77320.0,206100.0,0.75,7,0,0,80318.35359249792,NIESTABILNY
+l+l+p,124,430640.0,249040.0,1000000.0,0.25,6,2,2,451345.50721149315,ŚREDNIO STABILNY
+l+l+p,131,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
+l+l+p,132,8290.0,8290.0,12560.0,0.0,2,0,0,6038.691911333116,NIESTABILNY
+l+l+p,133,273377.5,36750.0,1000000.0,0.5,8,2,2,449583.2878741316,ŚREDNIO STABILNY
+l+l+p,134,529873.3333333334,547170.0,1000000.0,0.5,12,6,5,455385.21438315045,BARDZO STABILNY
+l+l+p,141,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
+l+l+p,142,184235.55555555556,114120.0,534420.0,0.25,9,0,0,157141.98922559744,SŁABO STABILNY
+l+l+p,143,575517.1428571428,1000000.0,1000000.0,0.75,7,4,4,529468.704322685,ŚREDNIO STABILNY
+l+l+p,144,643100.0,809770.0,1000000.0,0.75,8,5,3,420628.71296599397,ŚREDNIO STABILNY
+l+l+p,211,2020.0,2020.0,2260.0,0.0,2,0,0,339.4112549695428,NIESTABILNY
+l+l+p,212,0.0,0.0,0.0,0.25,0,0,0,,NIESTABILNY
+l+l+p,213,0.0,0.0,0.0,0.5,0,0,0,,NIESTABILNY
+l+l+p,214,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
+l+l+p,221,194033.33333333334,123180.0,401060.0,0.0,3,0,0,182240.79162836552,NIESTABILNY
+l+l+p,222,77800.0,63130.0,173500.0,0.5,6,0,0,77868.16448331115,NIESTABILNY
+l+l+p,223,57555.0,50310.0,124020.0,0.5,8,0,0,43792.97888931512,NIESTABILNY
+l+l+p,224,525334.0,544410.0,1000000.0,0.5,10,5,5,500784.7236798574,BARDZO STABILNY
+l+l+p,231,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
+l+l+p,232,172025.7142857143,11000.0,574000.0,0.5,7,0,0,258576.55931768336,SŁABO STABILNY
+l+l+p,233,398717.5,165890.0,1000000.0,0.25,8,3,2,442634.9884095085,ŚREDNIO STABILNY
+l+l+p,234,524380.0,453220.0,1000000.0,0.75,9,4,4,468218.7017836857,BARDZO STABILNY
+l+l+p,241,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
+l+l+p,242,309777.14285714284,229340.0,1000000.0,0.25,7,1,1,340057.8982915648,ŚREDNIO STABILNY
+l+l+p,243,345577.5,207350.0,1000000.0,0.5,8,2,1,358549.48691120127,ŚREDNIO STABILNY
+l+l+p,244,470182.85714285716,545480.0,1000000.0,0.5,7,2,2,431281.5863491155,ŚREDNIO STABILNY
+l+l+p,311,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
+l+l+p,312,0.0,0.0,0.0,0.25,0,0,0,,NIESTABILNY
+l+l+p,313,52577.142857142855,16340.0,291020.0,0.0,7,0,0,105742.52971475665,NIEOPTYMALNY
+l+l+p,314,363830.0,327770.0,785440.0,0.25,4,2,0,392864.6974892671,NIESTABILNY
+l+l+p,321,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
+l+l+p,322,0.0,0.0,0.0,0.25,0,0,0,,NIESTABILNY
+l+l+p,323,177342.0,148670.0,343100.0,0.5,10,0,0,116757.34930948792,SŁABO STABILNY
+l+l+p,324,582017.7777777778,719580.0,945100.0,0.75,9,5,0,414560.82538566575,ŚREDNIO STABILNY
+l+l+p,331,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
+l+l+p,332,33256.0,14080.0,109540.0,0.75,5,0,0,44529.4810210045,NIESTABILNY
+l+l+p,333,627982.2222222222,1000000.0,1000000.0,0.5,9,5,5,453209.57199119753,BARDZO STABILNY
+l+l+p,334,501452.7272727273,451120.0,1000000.0,0.75,11,4,3,378343.6416035271,BARDZO STABILNY
+l+l+p,341,26070.0,5570.0,93040.0,0.0,4,0,0,44723.84151657816,NIESTABILNY
+l+l+p,342,207083.33333333334,125430.0,745320.0,0.25,6,1,0,272832.4072881861,ŚREDNIO STABILNY
+l+l+p,343,706475.5555555555,1000000.0,1000000.0,0.75,9,6,5,380353.4758323864,BARDZO STABILNY
+l+l+p,344,876633.3333333334,1000000.0,1000000.0,1.0,12,10,10,289293.36910143757,BARDZO STABILNY
+l+l+p,411,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
+l+l+p,412,4970.0,4970.0,9580.0,0.0,2,0,0,6519.5245225399685,NIESTABILNY
+l+l+p,413,122235.0,13490.0,461860.0,0.25,4,0,0,226655.00443037506,NIESTABILNY
+l+l+p,414,23266.666666666668,16460.0,80160.0,0.5,9,0,0,25997.56527061717,NIESTABILNY
+l+l+p,421,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
+l+l+p,422,148602.22222222222,6860.0,622860.0,0.5,9,1,0,233177.14906149026,ŚREDNIO STABILNY
+l+l+p,423,266200.0,104670.0,1000000.0,0.5,6,1,1,381783.82825887215,ŚREDNIO STABILNY
+l+l+p,424,471461.6666666667,346660.0,1000000.0,0.75,12,4,4,413239.9653697448,BARDZO STABILNY
+l+l+p,431,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
+l+l+p,432,128243.63636363637,56220.0,598020.0,0.5,11,0,0,177743.81965473384,SŁABO STABILNY
+l+l+p,433,194610.0,99800.0,1000000.0,0.75,12,1,1,276256.59067415766,BARDZO STABILNY
+l+l+p,434,681208.3333333334,886470.0,1000000.0,1.0,12,8,5,407650.2706494944,BARDZO STABILNY
+l+l+p,441,229720.0,229720.0,457000.0,0.0,2,0,0,321422.45845615707,NIESTABILNY
+l+l+p,442,342451.1111111111,127460.0,1000000.0,0.5,9,2,2,393496.03036258335,BARDZO STABILNY
+l+l+p,443,828100.0,1000000.0,1000000.0,0.5,9,7,7,342214.65105982823,BARDZO STABILNY
+l+l+p,444,760663.3333333334,1000000.0,1000000.0,1.0,12,9,9,432984.4297711436,BARDZO STABILNY
+l+p+l,111,0.0,0.0,0.0,0.25,0,0,0,,NIESTABILNY
+l+p+l,112,17524.0,6300.0,37660.0,0.5,5,0,0,17035.70016171921,NIESTABILNY
+l+p+l,113,180373.33333333334,76230.0,454200.0,0.75,6,0,0,213826.11315427933,SŁABO STABILNY
+l+p+l,114,253230.0,73690.0,1000000.0,0.75,12,2,2,375102.01167633897,BARDZO STABILNY
+l+p+l,121,0.0,0.0,0.0,0.25,0,0,0,,NIESTABILNY
+l+p+l,122,57030.0,35730.0,240260.0,0.5,10,0,0,73547.6886863966,NIESTABILNY
+l+p+l,123,202312.0,231740.0,403400.0,0.5,5,0,0,177664.94229307031,NIESTABILNY
+l+p+l,124,331053.3333333333,150140.0,1000000.0,0.75,12,3,2,391974.734467167,BARDZO STABILNY
+l+p+l,131,0.0,0.0,0.0,0.25,0,0,0,,NIESTABILNY
+l+p+l,132,11590.0,11590.0,21180.0,0.5,2,0,0,13562.308063157981,NIESTABILNY
+l+p+l,133,231673.33333333334,54680.0,705540.0,0.5,9,1,0,266372.28328037437,ŚREDNIO STABILNY
+l+p+l,134,726916.0,984290.0,1000000.0,1.0,10,7,5,412384.3819437287,BARDZO STABILNY
+l+p+l,141,0.0,0.0,0.0,0.5,0,0,0,,NIESTABILNY
+l+p+l,142,127100.0,36510.0,697280.0,0.25,8,1,0,234707.01517302069,ŚREDNIO STABILNY
+l+p+l,143,472970.0,337320.0,1000000.0,0.75,8,3,3,457425.0688364161,ŚREDNIO STABILNY
+l+p+l,144,353941.6666666667,129240.0,1000000.0,0.75,12,3,3,413874.27835984057,BARDZO STABILNY
+l+p+l,211,12710.0,12710.0,16320.0,0.5,2,0,0,5105.310960166873,NIESTABILNY
+l+p+l,212,33747.5,13230.0,105560.0,0.5,8,0,0,37144.00845743112,NIESTABILNY
+l+p+l,213,370600.0,232840.0,1000000.0,0.75,9,2,2,392215.68619829573,BARDZO STABILNY
+l+p+l,214,494000.0,299160.0,1000000.0,0.75,9,4,3,418111.67850228725,BARDZO STABILNY
+l+p+l,221,14590.0,14590.0,14760.0,0.5,2,0,0,240.41630560342617,NIESTABILNY
+l+p+l,222,602204.0,1000000.0,1000000.0,0.5,5,3,3,544704.6264536405,NIESTABILNY
+l+p+l,223,485181.6666666667,252320.0,1000000.0,1.0,12,5,5,461841.72325854696,BARDZO STABILNY
+l+p+l,224,581011.6666666666,655040.0,1000000.0,1.0,12,6,5,440395.3392915245,BARDZO STABILNY
+l+p+l,231,10986.666666666666,12840.0,19880.0,0.25,3,0,0,9950.303177960626,NIESTABILNY
+l+p+l,232,27160.0,27160.0,48520.0,0.5,2,0,0,30207.60169228931,NIESTABILNY
+l+p+l,233,676900.0,1000000.0,1000000.0,0.75,11,7,6,455669.13575531973,BARDZO STABILNY
+l+p+l,234,654136.6666666666,763610.0,1000000.0,0.75,12,6,6,390621.11378333525,BARDZO STABILNY
+l+p+l,241,18650.0,18650.0,34760.0,0.0,2,0,0,22782.980489830563,NIESTABILNY
+l+p+l,242,83118.33333333333,48570.0,248320.0,1.0,12,0,0,85084.07497970179,NIESTABILNY
+l+p+l,243,508170.0,486330.0,1000000.0,0.5,6,3,2,473049.76511990785,ŚREDNIO STABILNY
+l+p+l,244,861461.6666666666,1000000.0,1000000.0,1.0,12,10,9,301125.1364717856,BARDZO STABILNY
+l+p+l,311,27130.0,28920.0,40600.0,0.0,4,0,0,14466.63748076933,NIESTABILNY
+l+p+l,312,220866.66666666666,106800.0,458920.0,0.75,3,0,0,206219.89170139076,NIESTABILNY
+l+p+l,313,577946.6666666666,659240.0,1000000.0,1.0,9,5,4,440592.16663485975,BARDZO STABILNY
+l+p+l,314,577425.0,524110.0,1000000.0,1.0,12,5,5,408176.27066791087,BARDZO STABILNY
+l+p+l,321,42700.0,9560.0,127920.0,0.25,6,0,0,53581.081736000815,NIESTABILNY
+l+p+l,322,0.0,0.0,0.0,0.5,0,0,0,,NIESTABILNY
+l+p+l,323,594098.3333333334,803230.0,1000000.0,0.75,12,7,6,448219.5969476109,BARDZO STABILNY
+l+p+l,324,530004.4444444445,816600.0,816600.0,1.0,9,5,0,365440.8960116229,ŚREDNIO STABILNY
+l+p+l,331,54500.0,54500.0,104440.0,0.25,2,0,0,70625.82530491236,NIESTABILNY
+l+p+l,332,59045.71428571428,41180.0,144280.0,0.75,7,0,0,41352.592364180695,NIESTABILNY
+l+p+l,333,724476.6666666666,1000000.0,1000000.0,1.0,12,9,7,417088.9423205327,BARDZO STABILNY
+l+p+l,334,882063.3333333334,1000000.0,1000000.0,1.0,12,10,9,222870.69008052562,BARDZO STABILNY
+l+p+l,341,14170.0,14170.0,21220.0,0.5,2,0,0,9970.20561473032,NIESTABILNY
+l+p+l,342,487051.1111111111,508760.0,1000000.0,0.75,9,4,2,367289.930996088,BARDZO STABILNY
+l+p+l,343,797087.5,1000000.0,1000000.0,0.75,8,6,6,387803.4435767687,ŚREDNIO STABILNY
+l+p+l,344,609969.0909090909,1000000.0,1000000.0,1.0,11,6,6,454269.90464820684,BARDZO STABILNY
+l+p+l,411,10560.0,10560.0,10560.0,0.5,1,0,0,,NIESTABILNY
+l+p+l,412,63186.666666666664,16810.0,321040.0,0.25,6,0,0,126598.15838576273,SŁABO STABILNY
+l+p+l,413,637240.0,694870.0,1000000.0,0.75,8,4,3,370015.3826918165,ŚREDNIO STABILNY
+l+p+l,414,590601.6666666666,694260.0,1000000.0,1.0,12,6,5,438921.56221674493,BARDZO STABILNY
+l+p+l,421,34685.71428571428,30500.0,62380.0,0.5,7,0,0,24634.660444952253,NIESTABILNY
+l+p+l,422,467473.3333333333,327890.0,1000000.0,0.5,6,2,1,293881.36781134433,ŚREDNIO STABILNY
+l+p+l,423,864331.1111111111,1000000.0,1000000.0,0.75,9,7,6,251515.93570012838,BARDZO STABILNY
+l+p+l,424,910052.7272727273,1000000.0,1000000.0,1.0,11,10,10,298321.35455213086,BARDZO STABILNY
+l+p+l,431,19950.0,13410.0,52520.0,0.5,4,0,0,22843.36519283736,NIESTABILNY
+l+p+l,432,258457.14285714287,85320.0,1000000.0,0.75,7,1,1,365392.9885166694,ŚREDNIO STABILNY
+l+p+l,433,780451.6666666666,1000000.0,1000000.0,0.75,12,9,7,352559.9692079048,BARDZO STABILNY
+l+p+l,434,868592.7272727273,1000000.0,1000000.0,0.75,11,9,9,294473.5999403311,BARDZO STABILNY
+l+p+l,441,16936.0,13720.0,35360.0,0.5,5,0,0,16339.873928522216,NIESTABILNY
+l+p+l,442,117342.22222222222,61720.0,358380.0,0.5,9,0,0,120500.85785771172,SŁABO STABILNY
+l+p+l,443,676145.0,764690.0,1000000.0,0.75,12,7,5,349898.051554761,BARDZO STABILNY
+l+p+l,444,907275.0,1000000.0,1000000.0,1.0,12,11,10,257719.1556890774,BARDZO STABILNY
+l+p+p,111,371760.0,197190.0,948680.0,1.0,6,2,0,435966.94553601195,ŚREDNIO STABILNY
+l+p+p,112,160714.54545454544,57080.0,695300.0,0.75,11,1,0,233153.16478073536,ŚREDNIO STABILNY
+l+p+p,113,182998.33333333334,23370.0,891260.0,0.75,12,1,0,282188.16152712825,ŚREDNIO STABILNY
+l+p+p,114,342594.54545454547,58020.0,1000000.0,1.0,11,3,3,444945.4826911638,BARDZO STABILNY
+l+p+p,121,283160.0,51680.0,1000000.0,0.75,8,2,1,431868.5612213843,ŚREDNIO STABILNY
+l+p+p,122,288183.3333333333,103420.0,1000000.0,0.75,12,3,2,381886.5032567883,BARDZO STABILNY
+l+p+p,123,520294.54545454547,266820.0,1000000.0,1.0,11,5,4,451942.1988786539,BARDZO STABILNY
+l+p+p,124,318411.1111111111,116680.0,1000000.0,0.75,9,2,2,395649.3869717368,BARDZO STABILNY
+l+p+p,131,409440.0,171200.0,1000000.0,0.75,9,3,3,457919.08881373354,BARDZO STABILNY
+l+p+p,132,392812.7272727273,207040.0,1000000.0,1.0,11,3,3,413866.155395459,BARDZO STABILNY
+l+p+p,133,400215.0,208670.0,1000000.0,0.75,8,3,2,433645.3961146464,ŚREDNIO STABILNY
+l+p+p,134,455776.6666666667,321360.0,1000000.0,0.25,6,2,2,445474.7336344304,ŚREDNIO STABILNY
+l+p+p,141,503830.0,503830.0,1000000.0,0.5,2,1,1,701690.3432426585,NIESTABILNY
+l+p+p,142,560203.3333333334,591990.0,1000000.0,0.5,6,3,2,434429.1409040911,ŚREDNIO STABILNY
+l+p+p,143,678910.0,1000000.0,1000000.0,0.5,6,4,4,497437.81983279076,ŚREDNIO STABILNY
+l+p+p,144,361428.8888888889,221760.0,1000000.0,0.75,9,2,2,382556.48224949883,BARDZO STABILNY
+l+p+p,211,406468.5714285714,63600.0,1000000.0,0.75,7,3,2,479338.93059186457,ŚREDNIO STABILNY
+l+p+p,212,426306.0,160340.0,1000000.0,0.75,10,4,3,466996.09296961885,BARDZO STABILNY
+l+p+p,213,330880.0,127940.0,1000000.0,0.75,9,2,2,401548.91694537044,BARDZO STABILNY
+l+p+p,214,455201.8181818182,282920.0,1000000.0,1.0,11,4,3,427394.7617324804,BARDZO STABILNY
+l+p+p,221,433455.55555555556,164180.0,1000000.0,0.75,9,3,3,443599.2082700078,BARDZO STABILNY
+l+p+p,222,784666.6666666666,1000000.0,1000000.0,1.0,9,7,5,360392.0296010998,BARDZO STABILNY
+l+p+p,223,580615.0,653320.0,1000000.0,1.0,12,6,6,447108.45949785545,BARDZO STABILNY
+l+p+p,224,622295.5555555555,754060.0,1000000.0,1.0,9,5,4,417062.2820128641,BARDZO STABILNY
+l+p+p,231,269728.8888888889,82680.0,1000000.0,1.0,9,2,1,394052.2898183833,BARDZO STABILNY
+l+p+p,232,725940.0,1000000.0,1000000.0,1.0,11,8,7,427313.54595893633,BARDZO STABILNY
+l+p+p,233,594690.9090909091,1000000.0,1000000.0,1.0,11,6,6,479539.76980964874,BARDZO STABILNY
+l+p+p,234,705608.3333333334,1000000.0,1000000.0,1.0,12,8,7,433271.2085735537,BARDZO STABILNY
+l+p+p,241,624586.6666666666,1000000.0,1000000.0,0.75,9,5,5,454494.9606981358,BARDZO STABILNY
+l+p+p,242,532180.0,583020.0,1000000.0,0.75,8,4,4,502663.2504115312,ŚREDNIO STABILNY
+l+p+p,243,572202.2222222222,385680.0,1000000.0,0.75,9,4,4,418938.15061944944,BARDZO STABILNY
+l+p+p,244,404242.22222222225,128140.0,1000000.0,0.5,9,3,3,454647.96980130073,BARDZO STABILNY
+l+p+p,311,687393.3333333334,1000000.0,1000000.0,1.0,6,4,4,485468.7706811496,ŚREDNIO STABILNY
+l+p+p,312,612141.6666666666,534640.0,1000000.0,1.0,12,5,5,363428.17306695954,BARDZO STABILNY
+l+p+p,313,525590.9090909091,425000.0,1000000.0,0.75,11,5,4,451523.3734249988,BARDZO STABILNY
+l+p+p,314,698130.9090909091,1000000.0,1000000.0,0.75,11,7,6,430069.28654472745,BARDZO STABILNY
+l+p+p,321,682192.0,1000000.0,1000000.0,1.0,10,6,6,438111.7550174207,BARDZO STABILNY
+l+p+p,322,803741.6666666666,1000000.0,1000000.0,1.0,12,10,7,286314.2144832344,BARDZO STABILNY
+l+p+p,323,673031.6666666666,1000000.0,1000000.0,1.0,12,7,7,422537.3626047402,BARDZO STABILNY
+l+p+p,324,651168.8888888889,756100.0,756100.0,1.0,9,7,0,176051.19883463194,ŚREDNIO STABILNY
+l+p+p,331,634728.3333333334,775480.0,1000000.0,1.0,12,6,5,397596.68175479566,BARDZO STABILNY
+l+p+p,332,840695.5555555555,1000000.0,1000000.0,1.0,9,8,6,282261.7858970247,BARDZO STABILNY
+l+p+p,333,595846.6666666666,819420.0,1000000.0,1.0,12,7,6,449471.5789039661,BARDZO STABILNY
+l+p+p,334,655950.0,750670.0,1000000.0,1.0,12,6,6,382232.2974318104,BARDZO STABILNY
+l+p+p,341,624595.5555555555,1000000.0,1000000.0,0.75,9,5,5,459834.81096778414,BARDZO STABILNY
+l+p+p,342,667073.3333333334,846230.0,1000000.0,0.75,12,7,5,394475.7580138557,BARDZO STABILNY
+l+p+p,343,689683.3333333334,1000000.0,1000000.0,0.75,12,8,7,455359.339569678,BARDZO STABILNY
+l+p+p,344,694963.3333333334,868830.0,1000000.0,0.75,12,7,6,359349.90522870433,BARDZO STABILNY
+l+p+p,411,567044.4444444445,1000000.0,1000000.0,0.75,9,5,5,513552.42622129415,BARDZO STABILNY
+l+p+p,412,691088.3333333334,1000000.0,1000000.0,0.75,12,8,7,439552.2015918501,BARDZO STABILNY
+l+p+p,413,736451.6666666666,1000000.0,1000000.0,1.0,12,8,7,365895.5073349204,BARDZO STABILNY
+l+p+p,414,385813.3333333333,152210.0,1000000.0,0.75,12,4,4,458174.2824680926,BARDZO STABILNY
+l+p+p,421,636252.7272727273,929360.0,1000000.0,1.0,11,6,5,414345.8003429239,BARDZO STABILNY
+l+p+p,422,865138.3333333334,1000000.0,1000000.0,1.0,12,10,9,288968.5573909488,BARDZO STABILNY
+l+p+p,423,690795.0,930070.0,1000000.0,1.0,12,8,5,389479.25300095486,BARDZO STABILNY
+l+p+p,424,576045.0,466000.0,1000000.0,1.0,12,5,5,392491.4092516722,BARDZO STABILNY
+l+p+p,431,694756.6666666666,922790.0,1000000.0,1.0,12,8,5,376324.98352387187,BARDZO STABILNY
+l+p+p,432,679376.6666666666,1000000.0,1000000.0,1.0,12,8,7,438966.64796342154,BARDZO STABILNY
+l+p+p,433,652888.3333333334,712340.0,1000000.0,1.0,12,6,6,368465.24271344615,BARDZO STABILNY
+l+p+p,434,596325.0,555430.0,1000000.0,1.0,12,5,5,399196.39751744893,BARDZO STABILNY
+l+p+p,441,672600.0,722100.0,1000000.0,1.0,12,9,5,372374.11266335123,BARDZO STABILNY
+l+p+p,442,864953.3333333334,1000000.0,1000000.0,1.0,12,11,8,294654.5812961134,BARDZO STABILNY
+l+p+p,443,930268.3333333334,1000000.0,1000000.0,1.0,12,11,10,164474.7908748734,BARDZO STABILNY
+l+p+p,444,874951.6666666666,1000000.0,1000000.0,1.0,12,10,10,298341.34050029865,BARDZO STABILNY
+ld-l,111,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
