top,seq,sredni_czas,mediana_czas,max_czas,skladalnosc,obecnosc,n_600ns,n_1us,stddevi,etykieta
-pd+l,112,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
-pd+l,113,69380.0,69380.0,69380.0,0.0,1,0,0,,NIESTABILNY
-pd+l,114,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
-pd+l,121,4580.0,4580.0,4580.0,0.0,1,0,0,,NIESTABILNY
-pd+l,122,0.0,0.0,0.0,0.5,0,0,0,,NIESTABILNY
-pd+l,123,43096.666666666664,29450.0,114240.0,0.5,6,0,0,36198.59757872764,NIESTABILNY
-pd+l,124,32900.0,33020.0,52960.0,0.25,4,0,0,20347.081690830586,NIESTABILNY
-pd+l,131,0.0,0.0,0.0,0.25,0,0,0,,NIESTABILNY
-pd+l,132,438746.0,266490.0,1000000.0,0.75,10,4,3,433099.8330947111,BARDZO STABILNY
-pd+l,133,360666.6666666667,75780.0,1000000.0,0.75,12,4,3,443050.4935995308,BARDZO STABILNY
-pd+l,134,500546.6666666667,364590.0,1000000.0,1.0,12,4,4,391584.6177063681,BARDZO STABILNY
-pd+l,141,9205.0,9700.0,13560.0,0.5,4,0,0,5003.661992314562,NIESTABILNY
-pd+l,142,194006.0,58200.0,1000000.0,1.0,10,1,1,318653.49792176735,BARDZO STABILNY
-pd+l,143,729160.0,1000000.0,1000000.0,1.0,12,9,7,419588.10503982246,BARDZO STABILNY
-pd+l,144,677940.0,1000000.0,1000000.0,1.0,12,8,7,460553.1665291207,BARDZO STABILNY
-pd+l,211,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
-pd+l,212,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
-pd+l,213,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
-pd+l,214,4420.0,4420.0,4420.0,0.0,1,0,0,,NIESTABILNY
-pd+l,221,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
-pd+l,222,42103.333333333336,33700.0,89360.0,0.0,6,0,0,32193.55815480275,NIESTABILNY
-pd+l,223,36308.88888888889,27600.0,131120.0,0.25,9,0,0,39778.29195819136,NIESTABILNY
-pd+l,224,412325.71428571426,220140.0,1000000.0,0.25,7,2,2,433227.76545589126,ŚREDNIO STABILNY
-pd+l,231,29820.0,29820.0,29820.0,0.25,1,0,0,,NIESTABILNY
-pd+l,232,71520.0,23770.0,236260.0,0.0,4,0,0,110628.77142347132,NIESTABILNY
-pd+l,233,744108.0,1000000.0,1000000.0,0.75,10,7,6,418179.1178377461,BARDZO STABILNY
-pd+l,234,588722.2222222222,457040.0,1000000.0,0.75,9,4,4,423231.04510945844,BARDZO STABILNY
-pd+l,241,107213.33333333333,34940.0,285100.0,0.25,3,0,0,154953.66576281225,NIESTABILNY
-pd+l,242,198702.85714285713,47200.0,1000000.0,0.5,7,1,1,356870.49517130095,ŚREDNIO STABILNY
-pd+l,243,599098.1818181818,955460.0,1000000.0,1.0,11,6,5,460510.9429713518,BARDZO STABILNY
-pd+l,244,806566.6666666666,1000000.0,1000000.0,0.75,9,7,6,340093.1757621726,BARDZO STABILNY
-pd+l,311,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
-pd+l,312,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
-pd+l,313,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
-pd+l,314,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
-pd+l,321,39960.0,39960.0,39960.0,0.0,1,0,0,,NIESTABILNY
-pd+l,322,16640.0,3360.0,43560.0,0.5,3,0,0,23314.09873874605,NIESTABILNY
-pd+l,323,24490.0,24490.0,37440.0,0.25,2,0,0,18314.06563273158,NIESTABILNY
-pd+l,324,135226.66666666666,55860.0,426500.0,0.75,9,0,0,157429.61347853206,SŁABO STABILNY
-pd+l,331,0.0,0.0,0.0,0.25,0,0,0,,NIESTABILNY
-pd+l,332,203308.57142857142,62000.0,1000000.0,0.5,7,1,1,357548.9042274996,ŚREDNIO STABILNY
-pd+l,333,599594.0,712550.0,1000000.0,1.0,10,6,3,411925.19461669255,BARDZO STABILNY
-pd+l,334,479803.3333333333,419850.0,1000000.0,1.0,12,4,4,419070.4979385023,BARDZO STABILNY
-pd+l,341,100577.14285714286,3980.0,436060.0,0.5,7,0,0,173675.8250030101,SŁABO STABILNY
-pd+l,342,635863.6363636364,875440.0,1000000.0,0.5,11,7,5,439961.66176776646,BARDZO STABILNY
-pd+l,343,848073.3333333334,1000000.0,1000000.0,0.75,12,10,9,325664.47701258236,BARDZO STABILNY
-pd+l,344,741635.0,1000000.0,1000000.0,1.0,12,8,7,336917.42275303224,BARDZO STABILNY
-pd+l,411,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
-pd+l,412,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
-pd+l,413,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
-pd+l,414,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
-pd+l,421,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
-pd+l,422,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
-pd+l,423,255533.33333333334,103390.0,1000000.0,0.25,6,1,1,371432.03990321927,ŚREDNIO STABILNY
-pd+l,424,669840.0,1000000.0,1000000.0,0.0,3,2,2,571853.8946269405,NIESTABILNY
-pd+l,431,20500.0,20500.0,20500.0,0.25,1,0,0,,NIESTABILNY
-pd+l,432,251133.33333333334,101150.0,1000000.0,0.5,6,1,1,377972.3830475802,ŚREDNIO STABILNY
-pd+l,433,689322.2222222222,1000000.0,1000000.0,0.75,9,6,6,466288.0507202007,BARDZO STABILNY
-pd+l,434,521193.3333333333,544800.0,1000000.0,1.0,12,6,6,500649.17481448455,BARDZO STABILNY
-pd+l,441,70906.66666666667,36440.0,174800.0,0.5,3,0,0,91656.52695434916,NIESTABILNY
-pd+l,442,346683.63636363635,78160.0,1000000.0,0.75,11,3,3,431736.9794509784,BARDZO STABILNY
-pd+l,443,601583.3333333334,682490.0,1000000.0,1.0,12,7,5,406135.3035478186,BARDZO STABILNY
-pd+l,444,880305.0,1000000.0,1000000.0,0.75,12,10,9,265028.98491571547,BARDZO STABILNY
-pd+p,111,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
-pd+p,112,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
-pd+p,113,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
-pd+p,114,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
-pd+p,121,33213.333333333336,36590.0,61760.0,0.25,6,0,0,27631.482527484237,NIESTABILNY
-pd+p,122,42488.57142857143,12580.0,122300.0,0.75,7,0,0,52023.46119094456,NIESTABILNY
-pd+p,123,37628.88888888889,32240.0,117720.0,0.75,9,0,0,36315.856194107706,NIESTABILNY
-pd+p,124,77756.66666666667,45510.0,238180.0,0.25,6,0,0,90283.29051749647,NIESTABILNY
-pd+p,131,170984.0,38900.0,625040.0,1.0,5,1,0,260230.82768957256,NIESTABILNY
-pd+p,132,464656.0,340380.0,1000000.0,1.0,10,4,3,446571.4677455832,BARDZO STABILNY
-pd+p,133,271215.0,128830.0,1000000.0,0.75,8,1,1,340743.7610790339,ŚREDNIO STABILNY
-pd+p,134,417134.0,311360.0,1000000.0,0.75,10,3,3,432026.3421032462,BARDZO STABILNY
-pd+p,141,389648.5714285714,247200.0,1000000.0,1.0,7,2,2,430987.6893612536,ŚREDNIO STABILNY
-pd+p,142,758450.0,1000000.0,1000000.0,1.0,8,6,6,447503.4205775096,ŚREDNIO STABILNY
-pd+p,143,518281.6666666667,368980.0,1000000.0,1.0,12,5,4,411771.8187591793,BARDZO STABILNY
-pd+p,144,703058.1818181818,1000000.0,1000000.0,1.0,11,7,7,426382.1998587225,BARDZO STABILNY
-pd+p,211,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
-pd+p,212,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
-pd+p,213,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
-pd+p,214,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
-pd+p,221,26315.0,19650.0,60920.0,0.25,4,0,0,26089.8977895021,NIESTABILNY
-pd+p,222,62010.0,21260.0,196180.0,0.25,4,0,0,89641.98792976425,NIESTABILNY
-pd+p,223,40667.5,33830.0,80820.0,0.25,8,0,0,31468.917885067844,NIESTABILNY
-pd+p,224,15626.666666666666,11460.0,25780.0,0.25,6,0,0,7340.383277913127,NIESTABILNY
-pd+p,231,36940.0,26060.0,84280.0,0.75,3,0,0,42946.3712087529,NIESTABILNY
-pd+p,232,729042.2222222222,1000000.0,1000000.0,0.5,9,6,5,394914.0142416377,BARDZO STABILNY
-pd+p,233,360370.0,58700.0,1000000.0,1.0,10,3,3,461389.4753170399,BARDZO STABILNY
-pd+p,234,326664.0,62820.0,1000000.0,0.75,10,3,3,466463.65144087654,BARDZO STABILNY
-pd+p,241,490230.0,397510.0,1000000.0,1.0,12,5,4,435970.5314895409,BARDZO STABILNY
-pd+p,242,836008.3333333334,1000000.0,1000000.0,1.0,12,10,8,318659.0696206765,BARDZO STABILNY
-pd+p,243,847033.3333333334,1000000.0,1000000.0,0.75,9,8,6,292086.1331867708,BARDZO STABILNY
-pd+p,244,778206.6666666666,1000000.0,1000000.0,0.75,9,6,6,362654.858508748,BARDZO STABILNY
-pd+p,311,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
-pd+p,312,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
-pd+p,313,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
-pd+p,314,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
-pd+p,321,68200.0,54300.0,124920.0,0.25,3,0,0,51205.08177905783,NIESTABILNY
-pd+p,322,5590.0,4240.0,13000.0,0.0,4,0,0,5729.979639289015,NIESTABILNY
-pd+p,323,42100.0,42100.0,57760.0,0.0,2,0,0,22146.584386762668,NIESTABILNY
-pd+p,324,50764.0,30340.0,147060.0,0.25,10,0,0,53239.13581400643,NIESTABILNY
-pd+p,331,116534.0,17030.0,1000000.0,0.75,10,1,1,310767.75494821783,BARDZO STABILNY
-pd+p,332,486646.0,340750.0,1000000.0,0.75,10,4,4,467243.6632041621,BARDZO STABILNY
-pd+p,333,454456.6666666667,268480.0,1000000.0,0.75,12,5,4,447066.1428252044,BARDZO STABILNY
-pd+p,334,606140.0,618880.0,1000000.0,0.75,9,5,4,408697.77892716764,BARDZO STABILNY
-pd+p,341,574008.8888888889,817020.0,1000000.0,0.75,9,5,4,468560.40732344333,BARDZO STABILNY
-pd+p,342,1000000.0,1000000.0,1000000.0,1.0,6,6,6,0.0,ŚREDNIO STABILNY
-pd+p,343,678850.0,1000000.0,1000000.0,1.0,12,7,7,412344.4099293696,BARDZO STABILNY
-pd+p,344,894184.4444444445,1000000.0,1000000.0,0.75,9,8,7,253482.42340994332,BARDZO STABILNY
-pd+p,411,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
-pd+p,412,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
-pd+p,413,5260.0,5260.0,5260.0,0.0,1,0,0,,NIESTABILNY
-pd+p,414,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
-pd+p,421,118300.0,42940.0,475420.0,0.25,5,0,0,200325.17515280002,NIESTABILNY
-pd+p,422,200846.66666666666,190610.0,535080.0,0.25,6,0,0,182743.82886069414,SŁABO STABILNY
-pd+p,423,76973.33333333333,95240.0,231620.0,0.25,9,0,0,76694.95159396087,NIESTABILNY
-pd+p,424,37556.0,37740.0,61360.0,0.0,5,0,0,18425.674478835233,NIESTABILNY
-pd+p,431,57707.5,24880.0,210680.0,0.75,8,0,0,71365.8645392079,NIESTABILNY
-pd+p,432,466006.6666666667,334980.0,1000000.0,0.5,9,4,3,451019.1918311237,BARDZO STABILNY
-pd+p,433,431687.5,167000.0,1000000.0,0.75,8,3,3,475893.02482655854,ŚREDNIO STABILNY
-pd+p,434,480829.0909090909,213720.0,1000000.0,0.75,11,4,4,435507.22578286903,BARDZO STABILNY
-pd+p,441,536831.6666666666,467850.0,1000000.0,1.0,12,5,4,420015.13855473296,BARDZO STABILNY
-pd+p,442,792575.0,1000000.0,1000000.0,1.0,12,9,8,368222.902959113,BARDZO STABILNY
-pd+p,443,909438.3333333334,1000000.0,1000000.0,0.75,12,11,10,287297.54743228504,BARDZO STABILNY
-pd+p,444,742886.6666666666,1000000.0,1000000.0,1.0,12,8,8,397668.59572292404,BARDZO STABILNY
d+pd,111,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d+pd,112,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d+pd,113,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d+pd,114,100.0,100.0,100.0,0.0,1,0,0,,NIESTABILNY
d+pd,121,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d+pd,122,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d+pd,123,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d+pd,124,21170.0,21170.0,40240.0,0.0,2,0,0,26969.05263445492,NIESTABILNY
d+pd,131,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d+pd,132,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d+pd,133,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d+pd,134,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d+pd,141,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d+pd,142,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d+pd,143,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d+pd,144,36560.0,36560.0,36560.0,0.0,1,0,0,,NIESTABILNY
d+pd,211,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d+pd,212,71125.0,72120.0,135160.0,0.0,4,0,0,73959.0992824187,NIESTABILNY
d+pd,213,83550.0,83550.0,119020.0,0.25,2,0,0,50162.15505737368,NIESTABILNY
d+pd,214,22670.0,23640.0,49580.0,0.25,6,0,0,16869.962655560324,NIESTABILNY
d+pd,221,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d+pd,222,15870.0,15870.0,23440.0,0.0,2,0,0,10705.59666716433,NIESTABILNY
d+pd,223,285575.0,58300.0,1000000.0,0.0,4,1,1,476885.8173259786,NIESTABILNY
d+pd,224,281066.6666666667,31960.0,1000000.0,0.5,9,2,1,388692.8417143799,BARDZO STABILNY
d+pd,231,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d+pd,232,9206.666666666666,6680.0,15900.0,0.0,3,0,0,5854.308954379955,NIESTABILNY
d+pd,233,128036.0,83440.0,211040.0,0.25,5,0,0,68149.63741649695,NIESTABILNY
d+pd,234,325147.5,37850.0,1000000.0,0.25,8,2,2,451907.6373315364,ŚREDNIO STABILNY
d+pd,241,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d+pd,242,52880.0,52880.0,52880.0,0.0,1,0,0,,NIESTABILNY
d+pd,243,262090.0,19180.0,1000000.0,0.0,4,1,1,491992.8046899331,NIESTABILNY
d+pd,244,195780.0,142360.0,416360.0,0.5,5,0,0,153871.18768632418,NIESTABILNY
d+pd,311,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d+pd,312,17940.0,19000.0,38620.0,0.5,8,0,0,11121.202401590524,NIESTABILNY
d+pd,313,584640.0,806540.0,1000000.0,0.5,7,4,2,435717.3589993097,ŚREDNIO STABILNY
d+pd,314,409606.6666666667,227780.0,1000000.0,0.5,9,3,3,452856.16469249927,BARDZO STABILNY
d+pd,321,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d+pd,322,62995.0,59800.0,113020.0,0.0,4,0,0,38739.855016077,NIESTABILNY
d+pd,323,409402.22222222225,189180.0,1000000.0,0.75,9,3,3,449402.74258669635,BARDZO STABILNY
d+pd,324,588640.0,678360.0,916580.0,0.75,6,4,0,274226.2231078567,ŚREDNIO STABILNY
d+pd,331,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d+pd,332,237271.42857142858,130480.0,563540.0,0.0,7,0,0,232832.05960724648,NIEOPTYMALNY
d+pd,333,621128.0,786170.0,1000000.0,0.75,10,5,5,428207.4504723149,BARDZO STABILNY
d+pd,334,645611.1111111111,887080.0,1000000.0,0.5,9,6,4,428084.21836259175,BARDZO STABILNY
d+pd,341,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d+pd,342,66280.0,72540.0,113900.0,0.25,5,0,0,33106.132362449105,NIESTABILNY
d+pd,343,439370.0,279410.0,1000000.0,0.75,6,2,2,452865.9755380172,ŚREDNIO STABILNY
d+pd,344,459520.0,274230.0,1000000.0,0.5,6,2,2,430161.04314547125,ŚREDNIO STABILNY
d+pd,411,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d+pd,412,67707.5,31580.0,240640.0,0.25,8,0,0,79923.75362091763,NIESTABILNY
d+pd,413,521222.5,372080.0,1000000.0,0.5,8,3,3,409709.28026554914,ŚREDNIO STABILNY
d+pd,414,504497.77777777775,186380.0,1000000.0,0.5,9,4,4,472484.16126304644,BARDZO STABILNY
d+pd,421,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d+pd,422,381705.0,263230.0,1000000.0,0.25,4,1,1,452140.5891607904,NIESTABILNY
d+pd,423,733780.0,1000000.0,1000000.0,0.75,9,7,5,373439.0221977345,BARDZO STABILNY
d+pd,424,804925.0,1000000.0,1000000.0,1.0,12,9,8,349843.3920926749,BARDZO STABILNY
d+pd,431,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d+pd,432,201023.33333333334,57840.0,887840.0,0.25,6,1,0,341568.4176071709,ŚREDNIO STABILNY
d+pd,433,552183.3333333334,730960.0,1000000.0,1.0,12,6,6,482607.6851916685,BARDZO STABILNY
d+pd,434,492708.8888888889,225540.0,1000000.0,1.0,9,4,3,475007.3533231997,BARDZO STABILNY
d+pd,441,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d+pd,442,70537.77777777778,8680.0,310680.0,0.5,9,0,0,102417.900019696,SŁABO STABILNY
d+pd,443,384040.0,149740.0,1000000.0,0.75,6,2,2,481830.7184893881,ŚREDNIO STABILNY
d+pd,444,760416.6666666666,1000000.0,1000000.0,1.0,12,8,7,347634.5747877774,BARDZO STABILNY
d-pd,111,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d-pd,112,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d-pd,113,37600.0,37600.0,37600.0,0.0,1,0,0,,NIESTABILNY
d-pd,114,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d-pd,121,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d-pd,122,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d-pd,123,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d-pd,124,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d-pd,131,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d-pd,132,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d-pd,133,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d-pd,134,9670.0,9670.0,16300.0,0.0,2,0,0,9376.23591853362,NIESTABILNY
d-pd,141,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d-pd,142,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d-pd,143,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d-pd,144,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d-pd,211,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d-pd,212,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d-pd,213,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d-pd,214,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d-pd,221,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d-pd,222,156300.0,160000.0,160000.0,0.0,3,0,0,6408.587988004846,NIESTABILNY
d-pd,223,12380.0,12380.0,24340.0,0.0,2,0,0,16913.994205982217,NIESTABILNY
d-pd,224,347073.3333333333,37360.0,1000000.0,0.0,3,1,1,565699.1130745508,NIESTABILNY
d-pd,231,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d-pd,232,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d-pd,233,42113.333333333336,39400.0,76060.0,0.25,3,0,0,32674.60379764892,NIESTABILNY
d-pd,234,217993.33333333334,83110.0,897720.0,0.0,6,1,0,337047.91888790333,NIEOPTYMALNY
d-pd,241,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d-pd,242,5620.0,5540.0,9960.0,0.0,3,0,0,4300.558103316359,NIESTABILNY
d-pd,243,53140.0,21900.0,132740.0,0.0,3,0,0,69465.05308426676,NIESTABILNY
d-pd,244,81224.0,52160.0,192280.0,0.0,5,0,0,70447.57398235939,NIESTABILNY
d-pd,311,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d-pd,312,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d-pd,313,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d-pd,314,21940.0,21940.0,37940.0,0.0,2,0,0,22627.41699796952,NIESTABILNY
d-pd,321,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d-pd,322,6040.0,6040.0,6040.0,0.0,1,0,0,,NIESTABILNY
d-pd,323,53542.857142857145,41800.0,130960.0,0.25,7,0,0,46525.139338600486,NIESTABILNY
d-pd,324,46650.0,49870.0,83900.0,0.25,4,0,0,42619.08961955898,NIESTABILNY
d-pd,331,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d-pd,332,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d-pd,333,192215.0,64390.0,1000000.0,0.75,8,1,1,335762.692345991,ŚREDNIO STABILNY
d-pd,334,331156.0,121460.0,1000000.0,0.25,5,1,1,411055.8345042678,NIESTABILNY
d-pd,341,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d-pd,342,3820.0,3820.0,3820.0,0.0,1,0,0,,NIESTABILNY
d-pd,343,375080.0,105370.0,1000000.0,0.75,8,3,2,461164.3507471062,ŚREDNIO STABILNY
d-pd,344,675474.2857142857,1000000.0,1000000.0,0.5,7,4,4,434403.86197090615,ŚREDNIO STABILNY
d-pd,411,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d-pd,412,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d-pd,413,178006.66666666666,61180.0,431120.0,0.0,3,0,0,219418.41885615102,NIESTABILNY
d-pd,414,198400.0,198400.0,285600.0,0.0,2,0,0,123319.42263893389,NIESTABILNY
d-pd,421,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d-pd,422,617160.0,617160.0,1000000.0,0.25,2,1,1,541417.5202189157,NIESTABILNY
d-pd,423,545066.6666666666,562080.0,1000000.0,0.25,6,3,3,499323.1456548621,ŚREDNIO STABILNY
d-pd,424,35320.0,780.0,104580.0,0.5,3,0,0,59980.986987544646,NIESTABILNY
d-pd,431,506280.0,506280.0,1000000.0,0.0,2,1,1,698225.5200148445,NIESTABILNY
d-pd,432,65980.0,65980.0,105280.0,0.25,2,0,0,55578.593001262634,NIESTABILNY
d-pd,433,871164.0,1000000.0,1000000.0,0.5,5,4,4,288086.0539491629,NIESTABILNY
d-pd,434,323232.7272727273,208840.0,1000000.0,0.5,11,2,2,362008.7041243873,BARDZO STABILNY
d-pd,441,0.0,0.0,0.0,0.0,0,0,0,,NIESTABILNY
d-pd,442,586600.0,656880.0,1000000.0,0.0,3,2,1,452650.62730543077,NIESTABILNY
d-pd,443,150586.66666666666,90860.0,356040.0,0.25,3,0,0,183050.00446144035,NIESTABILNY
d-pd,444,213157.77777777778,78180.0,1000000.0,0.25,9,1,1,316230.0010189489,BARDZO STABILNY
